category,region,amount,quantity
Clothing,West,392.4183417,6
Books,West,316.1935868,81
Food,West,936.3744227,61
Food,South,884.2767734,39
Food,North,601.0248323,3
Food,South,468.5096955,95
Food,South,180.6156925,28
Food,North,224.45331,23
Food,North,525.7504305,91
Clothing,West,220.3737173,20
Books,East,320.3411437,30
Food,South,146.5257278,58
Food,East,671.5040642,21
Books,East,808.0313642,72
Food,South,29.19387558,94
Books,North,382.050842,44
Electronics,West,800.7408221,18
Food,West,911.0442375,61
Clothing,East,718.0420493,98
Food,West,187.719595,71
Electronics,West,485.4336298,3
Food,South,749.0402873,17
Clothing,West,23.77035523,94
Electronics,East,574.7826078,66
Books,East,627.0556018,32
Food,East,982.0404589,94
Clothing,East,622.7891287,93
Books,North,923.6033495,98
Books,West,964.3959479,68
Food,South,936.9879445,67
Clothing,South,475.5953597,48
Food,North,17.42532916,3
Food,West,346.9887687,86
Clothing,West,553.4494039,44
Books,North,843.6085113,39
Electronics,North,68.80075768,90
Books,West,438.8975974,79
Books,West,169.3991556,75
Food,West,754.4114056,27
Books,South,458.8303972,50
Food,South,449.2058546,41
Clothing,North,364.9960449,21
Books,North,542.5430179,20
Electronics,West,691.2795823,44
Books,West,779.5434983,6
Books,South,417.4746457,83
Books,South,847.0340089,94
Books,North,580.1526277,76
Books,South,44.67670974,81
Books,South,381.8694675,3
Food,West,463.2428881,29
Clothing,North,326.4187213,16
Electronics,East,449.8782165,4
Electronics,West,472.8678225,65
Clothing,North,186.3954586,30
Clothing,West,446.3708814,33
Electronics,South,262.2372132,20
Books,South,87.24387447,89
Clothing,South,608.911673,65
Books,South,288.1385739,19
Food,South,611.0653261,25
Books,West,588.1784899,50
Electronics,South,493.7191109,50
Clothing,North,193.1548768,86
Clothing,East,588.9425088,95
Clothing,South,400.3970559,99
Books,East,331.4570104,28
Electronics,East,9.207617477,43
Clothing,West,358.5974239,16
Clothing,West,79.94762399,9
Clothing,South,57.16526023,95
Electronics,West,869.519446,75
Electronics,South,767.5829996,68
Electronics,North,200.4875594,24
Books,East,800.9458813,61
Electronics,South,771.1035899,78
Food,East,674.7964104,10
Electronics,West,278.8475017,45
Books,North,800.5332183,12
Food,East,147.3449018,33
Food,West,860.5054813,69
Electronics,North,230.9136153,52
Books,North,385.3940986,11
Books,West,311.8645518,81
Food,East,991.5438117,19
Clothing,East,947.6383948,78
Electronics,North,626.4494675,37
Food,West,705.0775261,64
Electronics,East,34.83306023,97
Clothing,North,769.1793704,94
Clothing,East,775.3344738,28
Electronics,West,167.8967472,73
Clothing,East,529.9939561,59
Books,South,644.5795282,62
Food,North,688.5462722,34
Books,West,605.7540267,39
Clothing,West,864.7161469,14
Clothing,West,497.3228527,5
Books,East,377.4598922,48
Food,East,599.5587665,15
Food,West,374.7013207,90
Electronics,South,614.4005838,83
Food,West,171.0909534,47
Books,North,970.3862502,30
Clothing,West,746.4783957,12
Clothing,North,144.1740699,29
Food,North,147.9990753,90
Electronics,East,248.9569491,36
Electronics,West,275.2654957,88
Books,North,141.0193874,88
Clothing,South,372.0885698,99
Electronics,West,481.9853106,56
Electronics,North,390.3139917,23
Books,West,518.0813109,52
Food,South,852.6368796,91
Food,East,892.5627307,69
Food,East,54.36225205,57
Books,South,789.215893,42
Electronics,North,662.837592,33
Clothing,South,608.5778522,60
Food,South,781.9763312,79
Clothing,East,842.3421089,96
Food,East,788.5621479,57
Books,South,813.6159831,13
Books,South,888.2021748,64
Food,East,195.7537142,29
Clothing,North,842.3896246,91
Food,West,855.9186287,65
Books,East,661.9206284,86
Clothing,West,842.6091755,41
Food,South,807.8147556,85
Food,East,174.365558,64
Clothing,South,220.7235615,72
Clothing,West,790.1902668,45
Electronics,South,11.12916155,63
Electronics,South,538.4291145,91
Electronics,North,815.6032955,47
Food,South,282.4493609,75
Books,East,63.70991849,25
Electronics,East,403.4732258,5
Electronics,East,791.7752289,45
Clothing,North,923.556859,82
Clothing,South,54.05195485,94
Books,South,825.1813696,90
Electronics,North,820.874683,24
Clothing,West,968.1778255,44
Food,North,707.1299274,27
Books,South,71.86703348,9
Clothing,West,45.69808851,35
Food,North,647.7073102,89
Food,West,986.2849962,42
Food,West,590.4994706,23
Books,West,439.1295877,52
Clothing,West,902.5961474,51
Electronics,North,754.8873395,13
Food,South,377.6252585,91
Books,West,353.006475,71
Clothing,North,95.35488284,15
Books,West,81.57155501,72
Food,North,869.9556075,4
Books,East,104.6734518,60
Electronics,South,998.4304255,79
Books,North,386.7383537,66
Clothing,South,350.4547721,68
Electronics,North,956.2126524,50
Food,North,483.9868357,16
Clothing,North,198.6001837,53
Books,South,992.6302087,19
Books,West,202.4986098,28
Food,West,150.3467113,75
Electronics,East,17.22855766,92
Electronics,East,97.61778254,80
Books,South,820.2213975,77
Electronics,North,172.2062678,43
Food,North,102.2839852,86
Electronics,East,871.4956679,15
Books,South,699.6114671,82
Books,South,838.7310664,20
Food,East,843.4601411,86
Books,East,274.7446044,15
Food,South,311.0133618,52
Food,North,534.9399764,10
Clothing,West,523.3816794,86
Clothing,North,378.4672823,34
Books,South,791.6918749,30
Electronics,South,340.1974076,3
Electronics,South,322.3545386,29
Food,North,89.96990292,66
Books,North,487.2726859,81
Electronics,North,55.319328,5
Clothing,South,143.6981128,6
Books,North,566.960443,10
Electronics,East,543.4486758,30
Books,South,916.8664698,80
Clothing,South,648.9055727,55
Books,South,316.66364,95
Clothing,North,1.610135683,60
Food,East,143.9681233,63
Books,North,464.7429776,59
Books,North,293.1323782,24
Food,South,291.4853842,51
Clothing,West,413.9313738,48
Food,West,818.8375813,78
Books,West,529.3746831,37
Books,South,755.0460395,21
Books,East,800.4192507,56
Food,West,786.5156846,87
Clothing,North,869.5099517,21
Clothing,East,926.2505873,42
Clothing,West,411.9103878,21
Clothing,East,231.4644606,50
Electronics,West,890.8854945,98
Food,West,395.7720929,23
Clothing,North,662.7232444,63
Food,East,857.9018507,82
Food,South,193.1848036,75
Books,South,799.8650536,78
Books,North,207.7330475,89
Clothing,South,850.0203283,11
Books,North,184.3294315,92
Clothing,South,533.5314266,26
Electronics,West,550.5476146,29
Electronics,East,773.4231873,66
Clothing,North,421.4342785,94
Books,West,827.2045984,10
Electronics,South,418.4711897,58
Electronics,South,267.1210848,35
Books,South,5.6412953,32
Books,North,822.0625736,82
Food,West,517.9708528,17
Food,North,675.5641183,17
Food,South,260.7311861,41
Clothing,North,490.5456475,75
Clothing,South,919.2060532,18
Clothing,North,737.0956166,63
Clothing,East,801.0928557,28
Books,South,873.9328899,96
Books,West,678.3014303,57
Books,North,145.3676709,20
Food,North,593.9970089,48
Books,West,982.3421866,96
Books,East,336.3646242,42
Clothing,North,901.1947269,6
Clothing,North,197.3746455,40
Books,East,619.0535967,24
Food,East,341.4607448,1
Electronics,North,196.1793636,59
Clothing,North,94.06532785,59
Electronics,West,950.9618347,54
Electronics,East,337.7543028,59
Food,West,649.5921824,19
Food,North,968.0581995,64
Electronics,North,791.0341993,15
Clothing,West,157.9366866,62
Electronics,West,416.2957716,26
Clothing,East,238.6119754,31
Electronics,West,71.37207381,34
Food,West,17.45483332,86
Electronics,East,148.5023106,36
Food,South,6.770907231,88
Electronics,East,834.1358466,40
Clothing,North,795.7457843,99
Electronics,North,6.841141182,65
Electronics,North,468.4302004,73
Clothing,East,786.4410906,47
Food,South,344.9388317,82
Clothing,North,316.4120949,45
Food,West,631.4265263,29
Clothing,South,278.493281,2
Food,South,382.8790834,77
Clothing,West,196.278664,95
Electronics,West,5.388789399,60
Food,East,13.53562052,48
Food,East,257.6923173,98
Food,East,687.2029888,51
Clothing,North,355.0520157,87
Food,North,678.9372032,87
Food,South,121.2763551,53
Clothing,East,445.1553799,98
Food,East,900.3742532,33
Clothing,West,297.7170485,63
Books,East,658.4504728,97
Food,North,462.6848694,32
Books,South,584.3619523,21
Clothing,South,57.41963621,94
Food,West,184.7693402,34
Food,South,677.777625,15
Books,South,909.0317482,24
Books,South,887.1447794,6
Electronics,East,890.655643,5
Electronics,South,981.2696699,51
Books,East,994.2102155,88
Clothing,North,63.99400206,56
Food,East,194.7078743,98
Electronics,West,873.4309654,22
Books,North,808.6122981,70
Electronics,East,53.23772911,67
Electronics,North,626.9967263,89
Clothing,West,329.9747443,73
Clothing,West,467.2202763,1
Food,East,537.4790624,31
Clothing,West,933.2339515,68
Food,North,708.1175574,78
Clothing,West,367.8996103,52
Clothing,East,269.761339,55
Food,West,174.216039,20
Clothing,South,873.173121,45
Food,East,606.1687194,47
Food,South,438.8784425,19
Clothing,North,987.41751,18
Electronics,North,769.7265338,37
Food,West,781.1297931,86
Books,East,687.6262524,83
Food,West,659.2421754,53
Food,North,627.2737404,8
Food,East,898.142925,12
Books,South,454.0447149,16
Books,West,671.3664085,84
Electronics,South,563.8356296,3
Electronics,West,652.4734896,13
Food,West,103.6890682,6
Books,North,425.1440439,87
Electronics,North,578.6830402,1
Food,North,659.762019,55
Electronics,South,379.9437486,95
Clothing,West,568.4520379,37
Electronics,North,791.313308,61
Electronics,South,41.85693827,91
Food,South,872.5152385,4
Books,West,196.5866787,44
Books,North,197.2150228,52
Clothing,East,847.4616302,11
Clothing,West,781.0511479,55
Electronics,North,652.5679893,77
Electronics,West,949.9498106,54
Electronics,West,913.2573846,4
Electronics,East,863.6197432,86
Food,South,479.9622572,32
Books,West,838.3903379,52
Books,North,599.3536953,41
Books,North,317.2721112,20
Clothing,North,362.6283261,95
Books,South,849.7071436,94
Food,South,368.5158382,94
Electronics,East,675.2758254,81
Electronics,South,927.6568516,72
Clothing,North,932.7569741,27
Food,North,81.19739535,59
Food,North,214.5272352,44
Books,West,294.2802488,58
Books,West,450.7929655,87
Electronics,North,602.9940817,72
Books,West,384.2715137,89
Books,South,872.4857579,87
Food,East,841.4038683,72
Food,West,530.5268463,40
Electronics,North,656.68226,22
Food,South,648.0476591,29
Food,South,430.120693,42
Clothing,North,627.0678303,57
Clothing,North,589.6728511,54
Books,South,182.2088771,49
Food,West,889.5030639,38
Clothing,North,997.1908533,43
Clothing,South,356.7495972,51
Food,North,784.7264073,51
Food,West,763.2761697,24
Food,West,182.3453904,37
Books,South,278.382117,98
Food,South,704.0322425,39
Books,West,427.8836343,93
Food,North,334.8172633,97
Food,East,869.4497296,17
Food,South,454.5176954,94
Clothing,South,818.8498789,72
Books,West,908.874201,75
Food,South,738.8238565,26
Clothing,West,393.4381139,81
Clothing,South,276.4460163,5
Books,West,364.5299991,10
Food,North,480.0125521,84
Electronics,South,826.7733387,44
Clothing,South,473.013586,61
Food,North,20.91083731,14
Food,South,780.5087811,73
Food,East,950.9222261,53
Electronics,West,919.0217313,30
Electronics,East,168.8292989,6
Food,East,303.0931536,1
Books,West,536.3878677,2
Clothing,South,78.56553526,94
Electronics,South,232.8087358,9
Electronics,North,518.6887355,93
Books,East,718.7783186,92
Books,West,143.6160666,23
Electronics,East,307.2546366,68
Electronics,West,103.2460475,38
Electronics,South,992.4609877,82
Electronics,East,334.7050561,3
Clothing,East,142.3163371,93
Books,North,513.6444207,93
Food,South,806.7816161,46
Books,West,927.4008934,33
Electronics,South,293.4390802,92
Books,West,534.2512207,65
Books,South,848.9927772,59
Electronics,South,555.8131069,75
Food,West,274.5554618,86
Books,East,78.24645932,70
Food,North,984.9624656,8
Books,South,313.9123531,69
Food,East,682.9818184,47
Electronics,West,694.9735195,28
Clothing,West,244.9151116,14
Electronics,South,168.826938,56
Food,North,499.5789359,42
Clothing,West,490.8089866,50
Books,North,881.2514057,9
Books,South,927.8107409,95
Books,North,465.9807764,57
Books,North,23.62902139,96
Clothing,North,394.7576939,30
Clothing,South,882.4559778,34
Electronics,North,989.6260446,22
Food,North,658.3533217,22
Electronics,South,176.5440373,73
Clothing,East,849.1326753,92
Clothing,West,704.3368572,35
Food,East,612.1546874,98
Food,West,995.5070148,39
Clothing,West,953.6395876,49
Clothing,West,224.6123328,63
Electronics,West,242.2717883,50
Clothing,West,355.8324243,39
Clothing,South,767.511098,37
Food,East,160.8672656,43
Electronics,West,475.2516502,45
Electronics,West,54.97971528,99
Electronics,North,466.5724001,55
Food,North,726.7729589,48
Clothing,West,462.5799477,59
Electronics,North,475.2743776,22
Clothing,West,52.14234162,88
Electronics,North,355.2246381,50
Clothing,East,65.80012075,52
Food,East,776.9762341,98
Food,North,775.6432546,16
Clothing,East,942.3492081,58
Clothing,West,457.8899713,42
Clothing,North,363.4268863,61
Food,West,656.2121645,88
Clothing,West,572.9204434,37
Clothing,West,803.8177622,71
Electronics,North,289.1223741,60
Clothing,South,750.064154,22
Food,North,944.6460379,62
Electronics,West,279.5700201,98
Electronics,East,827.7262469,25
Electronics,West,290.4599092,84
Food,West,455.2761264,86
Books,East,573.4763791,23
Books,East,134.8509357,66
Clothing,East,313.8507422,92
Books,South,112.4029826,63
Food,South,445.0977423,2
Clothing,South,450.842511,63
Electronics,East,818.4943611,41
Food,East,574.4967931,91
Food,South,98.51496101,40
Clothing,East,939.8484412,24
Food,East,371.1993177,45
Books,South,131.0289512,30
Clothing,East,693.8321886,23
Electronics,North,283.4911586,57
Food,West,354.4997814,90
Books,South,234.4788087,35
Food,East,673.2386725,23
Electronics,West,875.6173804,95
Books,West,207.4701981,78
Electronics,West,830.26854,29
Books,North,174.9885341,34
Food,South,879.5998035,22
Books,West,229.6361597,20
Electronics,North,478.2026157,47
Books,North,208.9865529,40
Books,North,641.5754186,88
Electronics,West,142.653928,17
Books,East,600.6942614,2
Food,South,613.3423564,88
Clothing,West,168.5424137,59
Clothing,West,554.6767589,7
Electronics,West,475.869383,10
Books,East,280.862176,18
Books,East,819.1602022,4
Food,West,375.820163,61
Books,East,665.1207384,79
Books,North,19.1291307,28
Clothing,North,372.1492094,26
Food,North,840.5535322,6
Clothing,North,172.2791005,93
Books,North,489.0573617,47
Books,South,331.0664352,4
Books,North,706.7474865,25
Books,North,408.4112597,55
Clothing,South,650.2941243,83
Food,North,552.2306415,17
Food,West,806.6561465,78
Books,West,547.1513662,67
Books,South,887.2388109,68
Food,East,541.375713,22
Clothing,East,797.2797104,91
Clothing,South,755.5889086,30
Books,South,162.4805065,88
Books,South,429.7526619,63
Clothing,West,907.1297304,84
Food,West,788.5445536,2
Clothing,West,340.9479068,61
Books,West,197.2099603,40
Food,South,427.2020736,67
Books,East,753.1012338,80
Books,South,400.1987482,72
Electronics,North,50.5455135,76
Food,East,3.209055764,20
Clothing,North,96.43990031,40
Electronics,West,810.0409819,18
Clothing,East,133.3478952,43
Clothing,South,247.4338217,13
Food,North,245.4659787,59
Electronics,West,312.4415767,74
Books,West,651.6195749,73
Clothing,East,159.1556824,56
Clothing,North,371.1085272,93
Electronics,North,351.1568757,3
Food,East,104.4738623,96
Clothing,South,561.5148218,9
Food,North,188.991757,98
Books,South,601.9715967,47
Clothing,East,755.2877012,22
Electronics,East,552.2716744,77
Food,West,133.6526397,77
Books,South,617.6985574,85
Electronics,South,782.4690566,28
Electronics,South,983.4434851,52
Clothing,South,665.2203858,61
Food,North,439.5688911,31
Clothing,West,453.9753062,18
Food,West,185.49639,2
Books,North,698.0617809,3
Electronics,North,724.1225697,84
Food,East,99.49923726,29
Electronics,South,504.9158279,76
Books,West,702.2940946,64
Food,West,695.5892778,68
Clothing,West,940.6392287,17
Electronics,North,789.5633981,37
Electronics,North,454.7042978,16
Clothing,West,435.9672783,78
Books,East,536.2851415,32
Electronics,North,585.7279464,3
Electronics,West,407.803822,36
Electronics,East,419.35544,94
Clothing,North,16.00497356,45
Electronics,South,16.61710794,19
Books,North,452.4229198,68
Food,South,734.9211803,80
Food,North,453.1906973,94
Clothing,West,898.0837866,51
Food,North,639.2320822,54
Electronics,North,935.347631,39
Clothing,East,611.6501854,16
Clothing,West,77.36231971,84
Clothing,East,265.2262539,98
Electronics,South,809.6308203,89
Electronics,South,199.8364455,49
Clothing,South,773.8025849,46
Food,West,604.5144596,76
Books,East,394.986835,15
Food,South,101.0985222,70
Books,North,710.7802105,61
Electronics,West,167.4266586,31
Clothing,North,835.1294864,84
Clothing,North,966.1239513,61
Books,South,388.6991368,24
Food,West,395.5683089,56
Electronics,North,892.4603282,30
Books,South,496.6606824,30
Books,West,987.478818,63
Clothing,West,391.482106,68
Books,West,230.7885429,21
Clothing,South,567.9153427,89
Food,North,511.3380984,21
Electronics,West,648.3248465,65
Clothing,South,29.77881774,29
Electronics,East,162.5014523,30
Books,North,186.4605837,46
Books,South,269.6361057,53
Food,South,6.144770652,45
Food,South,948.2310943,9
Clothing,South,41.36954458,77
Electronics,East,650.518267,1
Clothing,West,704.7422139,11
Electronics,East,263.399649,21
Books,West,966.5594615,60
Clothing,South,505.316445,80
Food,North,136.1054209,39
Food,East,673.4875764,97
Books,North,351.2691962,51
Food,North,904.8091214,56
Books,South,74.6413886,45
Electronics,East,963.7688447,59
Books,South,292.6790994,36
Food,North,436.231499,20
Books,South,112.968632,67
Food,East,177.6199584,83
Electronics,East,389.1558806,84
Food,West,735.2812361,38
Books,South,613.5046388,99
Food,North,63.01712682,94
Books,West,902.6515126,34
Clothing,West,856.9336087,58
Food,South,988.6847377,69
Food,West,33.22981292,59
Books,West,969.9602452,90
Food,South,527.378185,83
Books,North,44.24856063,65
Clothing,South,485.388841,42
Books,East,920.9683884,72
Food,East,520.9850086,54
Books,West,304.994367,37
Food,North,945.8480852,5
Food,South,343.7644559,55
Electronics,East,131.2100728,45
Electronics,South,919.6702458,36
Electronics,North,680.8305566,5
Clothing,North,389.6047477,56
Books,East,695.625048,35
Clothing,South,765.9574115,14
Clothing,South,103.7260089,9
Clothing,South,20.38587728,77
Books,West,930.6154833,75
Electronics,South,2.347502987,86
Food,East,526.2826122,49
Electronics,East,963.9017583,82
Electronics,West,827.8406992,20
Clothing,East,275.9106497,24
Books,North,888.1638513,24
Food,South,659.6609076,49
Clothing,South,754.2770715,56
Food,South,592.6268219,94
Electronics,North,686.4912977,79
Books,South,457.93962,5
Food,East,42.84373892,39
Electronics,East,518.917412,40
Food,South,442.9401115,49
Food,West,925.6065116,16
Books,West,782.5767676,99
Books,East,71.97228003,89
Clothing,West,572.9866736,47
Electronics,North,567.7788563,85
Books,East,5.888475225,75
Books,South,735.0096008,17
Electronics,East,269.0301788,49
Food,East,324.725701,53
Food,South,578.1662728,97
Electronics,North,338.5157441,79
Books,West,61.73065877,63
Food,North,414.4180528,61
Electronics,East,81.69787557,71
Clothing,West,766.6016447,92
Clothing,South,75.22029275,67
Clothing,East,590.4022967,33
Food,North,791.7372137,44
Electronics,South,582.8472913,26
Books,South,661.4432183,51
Food,North,190.2296788,89
Electronics,North,498.0126572,98
Food,West,305.0001419,98
Clothing,South,370.3784791,11
Electronics,South,276.799093,17
Food,South,872.7442273,38
Food,South,612.4136976,96
Electronics,North,542.3016425,16
Electronics,West,808.641289,81
Books,East,731.1624611,45
Books,South,810.8167916,41
Food,West,730.6630442,2
Books,West,172.8671868,1
Electronics,West,997.0694172,86
Electronics,South,565.7755033,75
Clothing,North,34.36750379,61
Food,North,995.2742341,30
Clothing,South,37.14331979,21
Food,West,852.9596397,44
Food,South,28.842424,43
Electronics,North,888.5173116,70
Books,South,179.9397037,6
Electronics,North,832.7162497,70
Electronics,South,467.0840451,16
Clothing,East,134.8437582,84
Food,East,321.4954428,88
Books,East,294.2358432,81
Clothing,East,274.3423163,51
Books,East,635.9050129,92
Food,West,490.5461218,84
Electronics,West,510.5011128,30
Electronics,South,691.9703325,44
Books,East,657.5654607,1
Food,West,3.463668215,12
Clothing,North,241.2264352,52
Books,North,37.03385352,23
Clothing,West,997.4937161,75
Food,South,134.3011434,58
Books,West,163.7208135,37
Food,South,729.470416,59
Food,North,279.0361573,42
Clothing,North,819.6136773,99
Electronics,North,557.5281262,31
Electronics,East,481.6062714,98
Books,North,367.5867185,58
Electronics,South,162.4459614,58
Clothing,North,247.0156797,16
Clothing,North,948.4197813,15
Clothing,West,117.8138626,27
Books,North,744.545884,52
Electronics,West,832.3067362,90
Food,West,505.1677533,77
Books,West,94.37527375,99
Electronics,South,12.12802859,17
Clothing,East,528.1450292,52
Books,East,692.8360486,36
Books,North,292.4394048,90
Clothing,East,137.5531967,84
Food,North,445.2090967,9
Food,West,822.9983206,25
Clothing,South,187.9306812,66
Electronics,West,867.3077296,84
Electronics,South,480.3509996,98
Electronics,East,289.4580034,25
Clothing,North,61.71215166,65
Electronics,West,864.1674513,93
Books,West,536.2383022,8
Food,West,537.7438886,62
Books,North,291.8899943,27
Books,East,322.001969,8
Books,East,25.65665788,80
Clothing,West,43.8319043,59
Food,West,157.9948099,93
Electronics,East,596.1130401,44
Food,East,243.7740462,77
Electronics,South,603.5731861,72
Clothing,South,636.7871178,47
Food,North,82.01230586,20
Food,West,735.7855176,39
Electronics,South,419.7002231,91
Books,West,848.2885112,72
Electronics,West,361.3874268,57
Electronics,West,299.3206549,64
Electronics,South,498.8735081,2
Books,North,272.9370449,14
Books,East,972.7906655,38
Electronics,West,572.8188673,27
Electronics,West,952.8486562,73
Electronics,North,328.0110444,50
Books,South,736.7732981,47
Food,East,919.7006563,1
Food,West,209.8207059,94
Books,South,97.3520734,66
Food,North,540.5518471,74
Electronics,South,690.9309939,83
Electronics,West,751.5205808,30
Food,West,783.4290316,70
Clothing,South,539.4069077,92
Electronics,West,861.2994743,94
Electronics,North,689.3505115,5
Books,West,190.4057079,36
Clothing,North,379.914949,16
Electronics,West,281.1303457,46
Electronics,West,104.7687157,62
Clothing,North,50.81066854,13
Books,East,443.2398054,14
Electronics,West,833.9947664,61
Food,North,314.4201016,11
Clothing,South,987.1744917,46
Clothing,South,94.02006752,80
Clothing,South,793.9068733,60
Books,North,785.5534252,73
Books,East,148.8656574,72
Books,North,627.3173419,88
Books,West,226.5473855,92
Books,West,229.1839226,32
Clothing,West,974.0466518,87
Clothing,East,226.9299278,62
Electronics,East,0.892748718,18
Food,West,47.6602759,84
Food,East,173.7650039,53
Clothing,North,975.8511029,1
Clothing,South,716.555318,91
Electronics,South,332.5275399,34
Books,South,772.9902829,23
Food,North,46.32470122,2
Clothing,East,450.8999548,85
Books,South,999.2518291,30
Electronics,East,690.3811825,77
Electronics,East,92.54312594,50
Books,West,591.0967126,29
Books,South,944.6551727,53
Electronics,East,371.1809182,48
Food,North,514.2802173,76
Electronics,East,212.8418137,91
Books,West,151.9038011,16
Electronics,East,760.453886,7
Books,West,348.0615037,51
Food,North,377.3557765,49
Books,North,385.785743,86
Food,West,472.8691446,26
Books,South,207.6214779,45
Electronics,West,49.99761814,7
Electronics,East,551.4978678,10
Books,West,761.706622,92
Electronics,East,601.1904968,24
Electronics,South,539.712694,48
Electronics,West,5.77490365,16
Clothing,East,852.8523901,43
Electronics,West,658.2591246,17
Clothing,South,927.1783954,84
Food,North,393.744634,14
Books,East,232.3979139,59
Food,East,637.8416212,99
Books,East,559.0558771,1
Food,North,804.2775591,43
Books,North,719.3258632,6
Electronics,East,145.2391628,83
Electronics,East,166.9192596,50
Clothing,West,345.6079282,7
Clothing,West,802.4187874,21
Electronics,East,200.2014639,18
Electronics,South,346.1184542,60
Clothing,East,585.8071139,73
Books,South,587.4947377,53
Clothing,West,516.9069588,19
Books,East,505.7576705,9
Books,North,750.9146828,95
Clothing,North,381.1433371,68
Electronics,South,878.8466399,49
Electronics,South,538.0039512,12
Books,South,101.5672649,14
Food,West,803.9629517,28
Electronics,South,712.5937732,8
Books,South,463.1083722,28
Clothing,North,917.7210433,63
Food,North,781.631297,27
Books,North,848.9810535,76
Clothing,East,150.6439742,56
Books,East,194.4779647,40
Books,West,393.4668251,47
Clothing,West,574.2101525,36
Books,South,383.2354395,58
Electronics,West,584.5872132,72
Electronics,East,864.891554,26
Electronics,East,505.2928681,96
Clothing,North,387.3190312,59
Books,West,496.372522,1
Books,South,659.2587098,53
Books,East,725.9360616,92
Food,North,597.8476203,61
Clothing,South,667.8854981,85
Books,East,683.2630309,94
Food,East,591.1666233,99
Clothing,West,604.1990713,99
Food,North,97.81771203,61
Food,West,887.8194044,62
Clothing,South,741.7817993,64
Electronics,North,910.3157605,17
Clothing,West,398.2660414,84
Books,West,39.01362424,67
Clothing,South,1.44592416,7
Books,East,993.8601755,59
Books,South,332.1628201,37
Electronics,South,936.1705271,24
Clothing,West,172.896108,79
Food,North,866.5315564,30
Clothing,West,407.2529711,61
Books,West,762.7733071,10
Electronics,West,387.3241019,8
Clothing,South,95.1173998,37
Clothing,East,346.8370475,27
Books,East,929.8074031,35
Books,West,603.6921939,19
Books,West,493.3791773,50
Books,North,845.1505861,7
Books,East,900.7094207,62
Food,South,958.0398954,15
Food,East,190.0881086,32
Books,East,55.66918871,98
Books,North,83.72440091,62
Electronics,East,98.12904024,91
Books,North,891.1823527,23
Books,North,993.3531843,36
Food,South,29.62923001,29
Electronics,South,780.3961794,12
Electronics,North,272.0417264,61
Books,South,140.8367046,75
Electronics,East,171.3938535,18
Food,South,121.4027353,36
Clothing,East,771.4529118,89
Clothing,East,373.8119293,64
Electronics,West,623.181475,52
Electronics,East,321.7546181,14
Electronics,North,743.6693017,95
Food,South,70.50090538,43
Books,North,554.9353248,36
Electronics,East,312.170519,8
Food,West,911.0636447,35
Clothing,West,836.1495087,11
Clothing,West,266.5964899,15
Food,North,139.9102227,49
Food,South,981.8564793,66
Books,South,752.7244625,8
Clothing,East,51.33718966,64
Clothing,North,267.6360172,74
Clothing,North,843.6774294,36
Food,North,210.2911126,83
Food,East,739.8006769,28
Books,South,130.4248917,69
Clothing,South,419.8124782,46
Food,South,365.406727,68
Electronics,East,387.8812998,86
Books,South,331.1019976,16
Books,North,295.8687647,42
Electronics,North,615.0532788,37
Books,West,770.6133214,6
Clothing,North,671.1638054,31
Books,West,460.8439662,48
Books,South,405.9016765,72
Food,East,865.0789162,55
Books,East,183.0527916,11
Books,East,867.3815453,30
Clothing,East,559.8013985,4
Books,South,753.6751887,16
Electronics,West,9.903392785,60
Books,West,383.7130663,86
Books,North,234.8345624,32
Food,West,258.8110363,70
Books,North,797.2326,39
Electronics,West,854.2850439,34
Clothing,North,876.0550085,27
Food,North,901.2054245,44
Books,West,518.0232223,26
Clothing,South,584.6615783,43
Clothing,North,774.2323612,40
Electronics,East,921.2084624,72
Electronics,South,510.6860572,39
Electronics,East,310.8747283,50
Electronics,South,911.6016477,98
Books,South,723.7535901,87
Books,East,639.140009,66
Books,South,932.0531207,46
Clothing,North,873.6117988,20
Food,North,855.9359052,67
Electronics,East,773.7202583,86
Clothing,South,62.55461399,19
Food,East,377.3968751,20
Electronics,West,668.4863637,50
Clothing,North,167.4115262,22
Clothing,North,582.2143724,21
Food,South,340.8133249,97
Clothing,West,120.0394705,58
Books,North,780.7811625,6
Clothing,West,700.3842166,57
Clothing,South,22.28325629,28
Books,West,519.6160527,76
Food,East,288.866229,84
Electronics,North,998.9178233,9
Food,South,761.0661015,73
Clothing,West,704.6729411,26
